PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,0,0.8273772438659699,-1.3102165876007466,0.7376951317802901,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,0.9189663079070772,-0.5024451714361923,-0.28188124337076276,0.5859541426526597
2,1,-1.5661069258891576,-0.9914101775613957,-1.3555735383351195,0.6638610320657843,0.4327933656785018,-0.4736736092984604,1.2826245637611573,0.7868452935884461,1.1615451235450402,-1.942303199253005
3,1,0.8273772438659699,-0.35768524053195455,-1.3555735383351195,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,1.6462828196152375,-0.4888542575852486,-0.28188124337076276,0.5859541426526597
4,1,-1.5661069258891576,-0.672603767522045,-1.3555735383351195,0.4333115021019107,0.4327933656785018,-0.4736736092984604,-1.4423215451728402,0.4207302360686478,0.0577484900211909,0.5859541426526597
5,0,0.8273772438659699,-1.6717897111819615,0.7376951317802901,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,0.6649036908035418,-0.4863374216869257,-0.28188124337076276,0.5859541426526597
6,0,0.8273772438659699,0.4237792523693809,0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.31647543800815375,-0.47811642890864375,-0.28188124337076276,-0.6781745283001727
7,0,-1.5661069258891576,0.27215181344822625,0.7376951317802901,1.893458525206443,-0.47454519624983954,-0.4736736092984604,-1.2629832272174033,0.395813560675251,3.1993235238967626,0.5859541426526597
8,0,0.8273772438659699,0.6959310658176072,0.7376951317802901,-2.1027333275006983,2.2474704895351842,0.7676298785983874,0.2813189551766354,-0.22408312108167944,-0.28188124337076276,0.5859541426526597
9,1,0.8273772438659699,-0.1283001406255924,-1.3555735383351195,-0.1814872444684187,-0.47454519624983954,2.0089333664952354,0.027256338073100024,-0.4242561406845337,-0.28188124337076276,0.5859541426526597
10,1,-0.3693648410115938,0.5093126794531092,-1.3555735383351195,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-1.0288470898866942,-0.04295550208861426,-0.28188124337076276,-1.942303199253005
11,1,0.8273772438659699,1.096383019891426,-1.3555735383351195,-1.949033640858116,0.4327933656785018,0.7676298785983874,1.382256962625289,-0.312172377522981,3.8785829906806697,0.5859541426526597
12,1,-1.5661069258891576,-1.3607590672411314,-1.3555735383351195,2.200857898491608,-0.47454519624983954,-0.4736736092984604,-1.4971193645481125,-0.11384570873513637,-0.19697381002277434,0.5859541426526597
13,0,0.8273772438659699,1.1041587859899467,0.7376951317802901,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,0.9787457472255562,-0.4863374216869257,-0.28188124337076276,0.5859541426526597
14,0,0.8273772438659699,-1.6212472315415765,0.7376951317802901,0.7407108753870755,0.4327933656785018,5.73284383018578,-0.02754148130217232,-0.01870931177853076,-0.28188124337076276,0.5859541426526597
15,0,0.8273772438659699,1.5357138044578482,-1.3555735383351195,-1.180535207645204,-0.47454519624983954,-0.4736736092984604,0.3709881141543538,-0.4902797934380587,-0.28188124337076276,0.5859541426526597
16,1,-0.3693648410115938,-0.33435794223639226,-1.3555735383351195,1.9703083685277343,-0.47454519624983954,-0.4736736092984604,-0.9242330710793561,-0.3262666585535892,-0.28188124337076276,0.5859541426526597
17,0,0.8273772438659699,0.921428282674709,0.7376951317802901,-2.1027333275006983,3.1548090514635256,0.7676298785983874,0.7047566503491944,-0.06199888922968463,-0.28188124337076276,-0.6781745283001727
18,1,-0.3693648410115938,1.6406866467878785,0.7376951317802901,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.9341963109657693,-0.3866707201133388,-0.28188124337076276,0.5859541426526597
19,0,0.8273772438659699,1.5318259214085879,-1.3555735383351195,0.12591212881674602,0.4327933656785018,-0.4736736092984604,-0.18695331948478278,-0.2859972841804228,-0.28188124337076276,0.5859541426526597
